"store_city","store_name","product_name","sold_product_amount","product_profit"
"Aguascalientes","Maven Toys Aguascalientes 1","Lego Bricks",1021,5105.00
"Mexicali","Maven Toys Mexicali 2","Animal Figures",1019,3057.00
"Chihuahua","Maven Toys Chihuahua 2","Colorbuds",1018,8144.00
"Zacatecas","Maven Toys Zacatecas 1","Action Figure",1017,6102.00
"Durango","Maven Toys Durango 1","Barrel O' Slime",1010,2020.00
"Oaxaca","Maven Toys Oaxaca 1","Action Figure",1008,6048.00
"Saltillo","Maven Toys Saltillo 1","Rubik's Cube",1006,2012.00
"Xalapa","Maven Toys Xalapa 1","Glass Marbles",1005,5025.00
"Xalapa","Maven Toys Xalapa 1","Magic Sand",1004,2008.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Deck Of Cards",1004,3012.00
"Guadalajara","Maven Toys Guadalajara 2","Rubik's Cube",1003,2006.00
"Hermosillo","Maven Toys Hermosillo 1","Dino Egg",1003,1003.00
"Hermosillo","Maven Toys Hermosillo 1","Splash Balls",1002,1002.00
"Pachuca","Maven Toys Pachuca 1","Rubik's Cube",1000,2000.00
"Puebla","Maven Toys Puebla 1","Lego Bricks",998,4990.00
"Xalapa","Maven Toys Xalapa 1","PlayDoh Can",993,993.00
"Zacatecas","Maven Toys Zacatecas 1","Colorbuds",993,7944.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Rubik's Cube",987,1974.00
"Santiago","Maven Toys Santiago 1","Rubik's Cube",986,1972.00
"Guadalajara","Maven Toys Guadalajara 3","Glass Marbles",986,4930.00
"Guadalajara","Maven Toys Guadalajara 3","Kids Makeup Kit",984,5904.00
"Zacatecas","Maven Toys Zacatecas 1","Lego Bricks",981,4905.00
"Villahermosa","Maven Toys Villahermosa 1","Dino Egg",977,977.00
"Xalapa","Maven Toys Xalapa 1","Lego Bricks",972,4860.00
"Guadalajara","Maven Toys Guadalajara 1","Rubik's Cube",970,1940.00
"Oaxaca","Maven Toys Oaxaca 1","Rubik's Cube",970,1940.00
"Chihuahua","Maven Toys Chihuahua 1","PlayDoh Can",969,969.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Nerf Gun",968,4840.00
"Guadalajara","Maven Toys Guadalajara 2","Animal Figures",966,2898.00
"Hermosillo","Maven Toys Hermosillo 2","Dart Gun",957,3828.00
"Xalapa","Maven Toys Xalapa 1","Animal Figures",956,2868.00
"Cuernavaca","Maven Toys Cuernavaca 1","Action Figure",956,5736.00
"Oaxaca","Maven Toys Oaxaca 1","Splash Balls",956,956.00
"Campeche","Maven Toys Campeche 1","Splash Balls",953,953.00
"Chetumal","Maven Toys Chetumal 1","Action Figure",952,5712.00
"Puebla","Maven Toys Puebla 2","Dino Egg",952,952.00
"Toluca","Maven Toys Toluca 2","Colorbuds",951,7608.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","PlayDoh Toolkit",947,947.00
"Oaxaca","Maven Toys Oaxaca 1","Animal Figures",947,2841.00
"Guanajuato","Maven Toys Guanajuato 3","Colorbuds",946,7568.00
"Hermosillo","Maven Toys Hermosillo 3","Barrel O' Slime",945,1890.00
"Guanajuato","Maven Toys Guanajuato 2","Animal Figures",941,2823.00
"Toluca","Maven Toys Toluca 2","Action Figure",941,5646.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Action Figure",940,5640.00
"Villahermosa","Maven Toys Villahermosa 1","Splash Balls",940,940.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Splash Balls",930,930.00
"Hermosillo","Maven Toys Hermosillo 1","Rubik's Cube",926,1852.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","Dart Gun",926,3704.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Dino Egg",924,924.00
"Pachuca","Maven Toys Pachuca 1","Colorbuds",924,7392.00
"Puebla","Maven Toys Puebla 3","Rubik's Cube",921,1842.00
"Guanajuato","Maven Toys Guanajuato 1","Dino Egg",920,920.00
"Puebla","Maven Toys Puebla 3","Animal Figures",920,2760.00
"Chihuahua","Maven Toys Chihuahua 2","Rubik's Cube",920,1840.00
"Toluca","Maven Toys Toluca 1","Nerf Gun",918,4590.00
"Guadalajara","Maven Toys Guadalajara 1","Lego Bricks",914,4570.00
"Cuernavaca","Maven Toys Cuernavaca 1","Splash Balls",913,913.00
"Hermosillo","Maven Toys Hermosillo 2","PlayDoh Toolkit",912,912.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Dinosaur Figures",910,3640.00
"Mexicali","Maven Toys Mexicali 1","Action Figure",908,5448.00
"Aguascalientes","Maven Toys Aguascalientes 1","Rubik's Cube",906,1812.00
"Monterrey","Maven Toys Monterrey 2","Splash Balls",902,902.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Splash Balls",901,901.00
"Guadalajara","Maven Toys Guadalajara 2","Dino Egg",901,901.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Magic Sand",900,1800.00
"Saltillo","Maven Toys Saltillo 1","Mini Ping Pong Set",895,2685.00
"Guanajuato","Maven Toys Guanajuato 2","Action Figure",892,5352.00
"Saltillo","Maven Toys Saltillo 2","Glass Marbles",891,4455.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","PlayDoh Toolkit",889,889.00
"Aguascalientes","Maven Toys Aguascalientes 1","Mini Ping Pong Set",888,2664.00
"Saltillo","Maven Toys Saltillo 1","Splash Balls",888,888.00
"La Paz","Maven Toys La Paz 1","Lego Bricks",888,4440.00
"Culiacan","Maven Toys Culiacan 1","Action Figure",887,5322.00
"Campeche","Maven Toys Campeche 1","Dinosaur Figures",884,3536.00
"Guadalajara","Maven Toys Guadalajara 2","Splash Balls",883,883.00
"Puebla","Maven Toys Puebla 2","Colorbuds",883,7064.00
"Chihuahua","Maven Toys Chihuahua 1","Magic Sand",882,1764.00
"Monterrey","Maven Toys Monterrey 3","Action Figure",879,5274.00
"Culiacan","Maven Toys Culiacan 1","Lego Bricks",877,4385.00
"Monterrey","Maven Toys Monterrey 1","Magic Sand",877,1754.00
"La Paz","Maven Toys La Paz 1","Action Figure",876,5256.00
"Durango","Maven Toys Durango 1","Action Figure",873,5238.00
"Campeche","Maven Toys Campeche 2","Mini Ping Pong Set",868,2604.00
"Hermosillo","Maven Toys Hermosillo 3","Dino Egg",868,868.00
"Guadalajara","Maven Toys Guadalajara 4","Glass Marbles",867,4335.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Nerf Gun",866,4330.00
"Guanajuato","Maven Toys Guanajuato 1","Splash Balls",855,855.00
"Oaxaca","Maven Toys Oaxaca 1","Colorbuds",854,6832.00
"Merida","Maven Toys Merida 1","Action Figure",848,5088.00
"Pachuca","Maven Toys Pachuca 1","Dino Egg",844,844.00
"Zacatecas","Maven Toys Zacatecas 1","Rubik's Cube",841,1682.00
"Xalapa","Maven Toys Xalapa 2","PlayDoh Toolkit",839,839.00
"Cuernavaca","Maven Toys Cuernavaca 1","Dino Egg",836,836.00
"Guadalajara","Maven Toys Guadalajara 3","Hot Wheels 5-Pack",836,1672.00
"Xalapa","Maven Toys Xalapa 1","Splash Balls",833,833.00
"Puebla","Maven Toys Puebla 2","Animal Figures",833,2499.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Dinosaur Figures",831,3324.00
"Monterrey","Maven Toys Monterrey 1","Dino Egg",827,827.00
"Merida","Maven Toys Merida 1","Lego Bricks",827,4135.00
"Monterrey","Maven Toys Monterrey 1","Rubik's Cube",825,1650.00
"Guanajuato","Maven Toys Guanajuato 3","Action Figure",822,4932.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Dino Egg",822,822.00
"Xalapa","Maven Toys Xalapa 2","Kids Makeup Kit",821,4926.00
"Xalapa","Maven Toys Xalapa 1","Rubik's Cube",820,1640.00
"Culiacan","Maven Toys Culiacan 1","Colorbuds",819,6552.00
"Merida","Maven Toys Merida 1","Rubik's Cube",817,1634.00
"Xalapa","Maven Toys Xalapa 2","Dart Gun",817,3268.00
"Monterrey","Maven Toys Monterrey 4","Deck Of Cards",817,2451.00
"Morelia","Maven Toys Morelia 1","Animal Figures",816,2448.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Magic Sand",815,1630.00
"Monterrey","Maven Toys Monterrey 3","Barrel O' Slime",811,1622.00
"Villahermosa","Maven Toys Villahermosa 1","Rubik's Cube",810,1620.00
"Culiacan","Maven Toys Culiacan 1","Rubik's Cube",808,1616.00
"Toluca","Maven Toys Toluca 1","Kids Makeup Kit",805,4830.00
"Xalapa","Maven Toys Xalapa 2","Glass Marbles",804,4020.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Rubik's Cube",803,1606.00
"Hermosillo","Maven Toys Hermosillo 1","Dinosaur Figures",803,3212.00
"Santiago","Maven Toys Santiago 1","Animal Figures",800,2400.00
"Guadalajara","Maven Toys Guadalajara 1","Mini Ping Pong Set",796,2388.00
"Campeche","Maven Toys Campeche 1","Lego Bricks",796,3980.00
"Puebla","Maven Toys Puebla 3","Splash Balls",794,794.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","Hot Wheels 5-Pack",794,1588.00
"Aguascalientes","Maven Toys Aguascalientes 1","Dinosaur Figures",793,3172.00
"Campeche","Maven Toys Campeche 1","Dino Egg",793,793.00
"Mexicali","Maven Toys Mexicali 2","Dino Egg",792,792.00
"Guadalajara","Maven Toys Guadalajara 4","Gamer Headphones",787,4722.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Animal Figures",786,2358.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Splash Balls",786,786.00
"Santiago","Maven Toys Santiago 1","Splash Balls",786,786.00
"Monterrey","Maven Toys Monterrey 4","Barrel O' Slime",785,1570.00
"Culiacan","Maven Toys Culiacan 1","Deck Of Cards",785,2355.00
"Guadalajara","Maven Toys Guadalajara 2","Lego Bricks",779,3895.00
"Puebla","Maven Toys Puebla 1","Rubik's Cube",776,1552.00
"Santiago","Maven Toys Santiago 1","Dino Egg",774,774.00
"Guanajuato","Maven Toys Guanajuato 1","Dart Gun",772,3088.00
"Xalapa","Maven Toys Xalapa 1","Hot Wheels 5-Pack",771,1542.00
"Hermosillo","Maven Toys Hermosillo 2","Rubik's Cube",769,1538.00
"Xalapa","Maven Toys Xalapa 1","Nerf Gun",769,3845.00
"Toluca","Maven Toys Toluca 2","Barrel O' Slime",768,1536.00
"Monterrey","Maven Toys Monterrey 1","Splash Balls",768,768.00
"Chetumal","Maven Toys Chetumal 1","Animal Figures",767,2301.00
"Campeche","Maven Toys Campeche 2","Action Figure",766,4596.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Dino Egg",765,765.00
"Cuernavaca","Maven Toys Cuernavaca 1","Animal Figures",765,2295.00
"Hermosillo","Maven Toys Hermosillo 2","Animal Figures",763,2289.00
"Morelia","Maven Toys Morelia 1","Lego Bricks",760,3800.00
"Durango","Maven Toys Durango 1","Lego Bricks",760,3800.00
"Saltillo","Maven Toys Saltillo 1","Dart Gun",759,3036.00
"Toluca","Maven Toys Toluca 2","Kids Makeup Kit",758,4548.00
"Villahermosa","Maven Toys Villahermosa 1","Lego Bricks",756,3780.00
"Monterrey","Maven Toys Monterrey 2","Dart Gun",756,3024.00
"Zacatecas","Maven Toys Zacatecas 1","Dinosaur Figures",754,3016.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","Etch A Sketch",752,7520.00
"Villahermosa","Maven Toys Villahermosa 1","Dart Gun",752,3008.00
"Toluca","Maven Toys Toluca 1","PlayDoh Toolkit",751,751.00
"Chilpancingo","Maven Toys Chilpancingo 1","Dino Egg",751,751.00
"Aguascalientes","Maven Toys Aguascalientes 1","Action Figure",751,4506.00
"Guanajuato","Maven Toys Guanajuato 1","Mini Ping Pong Set",749,2247.00
"Monterrey","Maven Toys Monterrey 1","Action Figure",746,4476.00
"Hermosillo","Maven Toys Hermosillo 2","Kids Makeup Kit",745,4470.00
"Guadalajara","Maven Toys Guadalajara 4","Deck Of Cards",744,2232.00
"Guanajuato","Maven Toys Guanajuato 2","Rubik's Cube",743,1486.00
"Puebla","Maven Toys Puebla 3","Dart Gun",737,2948.00
"Guanajuato","Maven Toys Guanajuato 1","Dinosaur Figures",736,2944.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","Kids Makeup Kit",736,4416.00
"Xalapa","Maven Toys Xalapa 1","Dart Gun",734,2936.00
"Chetumal","Maven Toys Chetumal 1","Dino Egg",732,732.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Dart Gun",729,2916.00
"Puebla","Maven Toys Puebla 2","Rubik's Cube",728,1456.00
"Puebla","Maven Toys Puebla 1","Glass Marbles",726,3630.00
"Campeche","Maven Toys Campeche 2","Rubik's Cube",725,1450.00
"Chihuahua","Maven Toys Chihuahua 1","Rubik's Cube",723,1446.00
"Monterrey","Maven Toys Monterrey 1","Dinosaur Figures",722,2888.00
"Guanajuato","Maven Toys Guanajuato 1","Glass Marbles",722,3610.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Dart Gun",720,2880.00
"Puebla","Maven Toys Puebla 3","Kids Makeup Kit",719,4314.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Animal Figures",718,2154.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Rubik's Cube",716,1432.00
"Chihuahua","Maven Toys Chihuahua 1","Dino Egg",715,715.00
"Guadalajara","Maven Toys Guadalajara 3","Deck Of Cards",709,2127.00
"Monterrey","Maven Toys Monterrey 3","Nerf Gun",708,3540.00
"Merida","Maven Toys Merida 1","Animal Figures",708,2124.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Animal Figures",708,2124.00
"Puebla","Maven Toys Puebla 1","Action Figure",707,4242.00
"Monterrey","Maven Toys Monterrey 2","Glass Marbles",696,3480.00
"Saltillo","Maven Toys Saltillo 2","Dart Gun",695,2780.00
"Saltillo","Maven Toys Saltillo 1","Dino Egg",695,695.00
"Culiacan","Maven Toys Culiacan 1","Animal Figures",693,2079.00
"Guanajuato","Maven Toys Guanajuato 2","Dino Egg",692,692.00
"Chetumal","Maven Toys Chetumal 1","Dinosaur Figures",691,2764.00
"Saltillo","Maven Toys Saltillo 2","Rubik's Cube",689,1378.00
"Monterrey","Maven Toys Monterrey 1","Animal Figures",689,2067.00
"Hermosillo","Maven Toys Hermosillo 3","Splash Balls",689,689.00
"Guadalajara","Maven Toys Guadalajara 1","Splash Balls",687,687.00
"Mexicali","Maven Toys Mexicali 1","Splash Balls",687,687.00
"Hermosillo","Maven Toys Hermosillo 2","Gamer Headphones",686,4116.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Hot Wheels 5-Pack",685,1370.00
"Chetumal","Maven Toys Chetumal 1","Rubik's Cube",684,1368.00
"Hermosillo","Maven Toys Hermosillo 3","Kids Makeup Kit",682,4092.00
"Puebla","Maven Toys Puebla 3","PlayDoh Toolkit",681,681.00
"Guadalajara","Maven Toys Guadalajara 2","Hot Wheels 5-Pack",678,1356.00
"Campeche","Maven Toys Campeche 2","Animal Figures",676,2028.00
"Puebla","Maven Toys Puebla 1","Dino Egg",676,676.00
"Chilpancingo","Maven Toys Chilpancingo 1","Rubik's Cube",674,1348.00
"Mexicali","Maven Toys Mexicali 1","Mini Ping Pong Set",672,2016.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","Jenga",671,4697.00
"Guanajuato","Maven Toys Guanajuato 2","Dinosaur Figures",671,2684.00
"Chilpancingo","Maven Toys Chilpancingo 1","Animal Figures",669,2007.00
"Puebla","Maven Toys Puebla 2","Dinosaur Figures",667,2668.00
"Chihuahua","Maven Toys Chihuahua 1","Animal Figures",667,2001.00
"Xalapa","Maven Toys Xalapa 2","Dinosaur Figures",665,2660.00
"Monterrey","Maven Toys Monterrey 4","Dino Egg",664,664.00
"Zacatecas","Maven Toys Zacatecas 1","Splash Balls",659,659.00
"Morelia","Maven Toys Morelia 1","Dinosaur Figures",657,2628.00
"Saltillo","Maven Toys Saltillo 1","Glass Marbles",657,3285.00
"Aguascalientes","Maven Toys Aguascalientes 1","Magic Sand",656,1312.00
"Guadalajara","Maven Toys Guadalajara 1","Dinosaur Figures",656,2624.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Dart Gun",656,2624.00
"Monterrey","Maven Toys Monterrey 1","Kids Makeup Kit",655,3930.00
"Guanajuato","Maven Toys Guanajuato 1","Nerf Gun",655,3275.00
"Guanajuato","Maven Toys Guanajuato 3","Nerf Gun",652,3260.00
"Toluca","Maven Toys Toluca 2","Animal Figures",652,1956.00
"Monterrey","Maven Toys Monterrey 4","Nerf Gun",650,3250.00
"Hermosillo","Maven Toys Hermosillo 1","Animal Figures",648,1944.00
"Xalapa","Maven Toys Xalapa 2","Animal Figures",648,1944.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Nerf Gun",648,3240.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Nerf Gun",646,3230.00
"Chihuahua","Maven Toys Chihuahua 2","Animal Figures",645,1935.00
"Campeche","Maven Toys Campeche 2","Lego Bricks",642,3210.00
"Villahermosa","Maven Toys Villahermosa 1","Animal Figures",636,1908.00
"Guadalajara","Maven Toys Guadalajara 2","Dart Gun",636,2544.00
"Campeche","Maven Toys Campeche 1","Nerf Gun",636,3180.00
"Toluca","Maven Toys Toluca 1","Glass Marbles",636,3180.00
"Zacatecas","Maven Toys Zacatecas 1","Animal Figures",635,1905.00
"Guadalajara","Maven Toys Guadalajara 1","Animal Figures",633,1899.00
"La Paz","Maven Toys La Paz 1","Rubik's Cube",633,1266.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Jenga",630,4410.00
"Guanajuato","Maven Toys Guanajuato 3","Animal Figures",628,1884.00
"Aguascalientes","Maven Toys Aguascalientes 1","Splash Balls",627,627.00
"Chilpancingo","Maven Toys Chilpancingo 1","Dinosaur Figures",626,2504.00
"Puebla","Maven Toys Puebla 2","Nerf Gun",626,3130.00
"Aguascalientes","Maven Toys Aguascalientes 1","Dino Egg",626,626.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Glass Marbles",625,3125.00
"Cuernavaca","Maven Toys Cuernavaca 1","Rubik's Cube",625,1250.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Kids Makeup Kit",623,3738.00
"Guadalajara","Maven Toys Guadalajara 1","Dino Egg",620,620.00
"Monterrey","Maven Toys Monterrey 2","Dino Egg",619,619.00
"La Paz","Maven Toys La Paz 1","Dino Egg",617,617.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Dart Gun",616,2464.00
"Puebla","Maven Toys Puebla 1","Dart Gun",614,2456.00
"Guadalajara","Maven Toys Guadalajara 1","Dart Gun",614,2456.00
"Chilpancingo","Maven Toys Chilpancingo 1","Dart Gun",613,2452.00
"Puebla","Maven Toys Puebla 2","Glass Marbles",612,3060.00
"Puebla","Maven Toys Puebla 1","Splash Balls",612,612.00
"Hermosillo","Maven Toys Hermosillo 1","Glass Marbles",610,3050.00
"Mexicali","Maven Toys Mexicali 2","Magic Sand",610,1220.00
"Puebla","Maven Toys Puebla 1","PlayDoh Toolkit",609,609.00
"Pachuca","Maven Toys Pachuca 1","Kids Makeup Kit",607,3642.00
"Chihuahua","Maven Toys Chihuahua 2","Kids Makeup Kit",605,3630.00
"Hermosillo","Maven Toys Hermosillo 3","Action Figure",605,3630.00
"Puebla","Maven Toys Puebla 2","Kids Makeup Kit",605,3630.00
"Monterrey","Maven Toys Monterrey 1","Mini Ping Pong Set",604,1812.00
"Xalapa","Maven Toys Xalapa 2","Dino Egg",604,604.00
"Hermosillo","Maven Toys Hermosillo 2","Dino Egg",603,603.00
"Monterrey","Maven Toys Monterrey 4","Hot Wheels 5-Pack",602,1204.00
"Toluca","Maven Toys Toluca 1","Jenga",602,4214.00
"Zacatecas","Maven Toys Zacatecas 1","Glass Marbles",602,3010.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Glass Marbles",601,3005.00
"Mexicali","Maven Toys Mexicali 1","Rubik's Cube",600,1200.00
"Santiago","Maven Toys Santiago 1","Glass Marbles",600,3000.00
"Aguascalientes","Maven Toys Aguascalientes 1","Glass Marbles",599,2995.00
"Aguascalientes","Maven Toys Aguascalientes 1","Animal Figures",598,1794.00
"Guadalajara","Maven Toys Guadalajara 4","Dino Egg",595,595.00
"Guadalajara","Maven Toys Guadalajara 4","Magic Sand",594,1188.00
"Durango","Maven Toys Durango 1","Dino Egg",593,593.00
"Guadalajara","Maven Toys Guadalajara 4","Dart Gun",592,2368.00
"Mexicali","Maven Toys Mexicali 2","Nerf Gun",591,2955.00
"Culiacan","Maven Toys Culiacan 1","Dart Gun",591,2364.00
"Xalapa","Maven Toys Xalapa 2","Nerf Gun",587,2935.00
"Mexicali","Maven Toys Mexicali 1","Lego Bricks",586,2930.00
"Guanajuato","Maven Toys Guanajuato 3","Dino Egg",584,584.00
"Puebla","Maven Toys Puebla 2","Dart Gun",584,2336.00
"Zacatecas","Maven Toys Zacatecas 1","Dart Gun",582,2328.00
"Chihuahua","Maven Toys Chihuahua 1","Action Figure",582,3492.00
"Durango","Maven Toys Durango 1","Rubik's Cube",581,1162.00
"Villahermosa","Maven Toys Villahermosa 1","Hot Wheels 5-Pack",580,1160.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Kids Makeup Kit",580,3480.00
"Guadalajara","Maven Toys Guadalajara 1","Colorbuds",580,4640.00
"Guadalajara","Maven Toys Guadalajara 4","Nerf Gun",580,2900.00
"Xalapa","Maven Toys Xalapa 1","Dino Egg",580,580.00
"Saltillo","Maven Toys Saltillo 2","Barrel O' Slime",578,1156.00
"Chihuahua","Maven Toys Chihuahua 2","Splash Balls",575,575.00
"Chihuahua","Maven Toys Chihuahua 2","Dart Gun",575,2300.00
"Monterrey","Maven Toys Monterrey 2","Mini Ping Pong Set",574,1722.00
"Cuernavaca","Maven Toys Cuernavaca 1","Colorbuds",574,4592.00
"Santiago","Maven Toys Santiago 1","Dart Gun",574,2296.00
"Mexicali","Maven Toys Mexicali 1","Glass Marbles",573,2865.00
"Mexicali","Maven Toys Mexicali 1","Dart Gun",572,2288.00
"Chilpancingo","Maven Toys Chilpancingo 1","Splash Balls",571,571.00
"Guadalajara","Maven Toys Guadalajara 4","Hot Wheels 5-Pack",571,1142.00
"Morelia","Maven Toys Morelia 1","Action Figure",569,3414.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","PlayDoh Toolkit",565,565.00
"Morelia","Maven Toys Morelia 1","Rubik's Cube",565,1130.00
"Monterrey","Maven Toys Monterrey 1","Dart Gun",564,2256.00
"Xalapa","Maven Toys Xalapa 2","Toy Robot",564,2820.00
"Saltillo","Maven Toys Saltillo 2","Action Figure",563,3378.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","Mini Ping Pong Set",563,1689.00
"Morelia","Maven Toys Morelia 1","PlayDoh Can",562,562.00
"Pachuca","Maven Toys Pachuca 1","Nerf Gun",562,2810.00
"Toluca","Maven Toys Toluca 1","Dinosaur Figures",561,2244.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Hot Wheels 5-Pack",561,1122.00
"Pachuca","Maven Toys Pachuca 1","Animal Figures",561,1683.00
"La Paz","Maven Toys La Paz 1","Splash Balls",560,560.00
"Monterrey","Maven Toys Monterrey 4","Dart Gun",559,2236.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Toy Robot",557,2785.00
"Villahermosa","Maven Toys Villahermosa 1","PlayDoh Toolkit",557,557.00
"Hermosillo","Maven Toys Hermosillo 1","Dart Gun",555,2220.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Kids Makeup Kit",554,3324.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Hot Wheels 5-Pack",554,1108.00
"Culiacan","Maven Toys Culiacan 1","Glass Marbles",552,2760.00
"Campeche","Maven Toys Campeche 2","Splash Balls",550,550.00
"Guanajuato","Maven Toys Guanajuato 2","Dart Gun",550,2200.00
"Merida","Maven Toys Merida 1","Dart Gun",549,2196.00
"Oaxaca","Maven Toys Oaxaca 1","Glass Marbles",548,2740.00
"Pachuca","Maven Toys Pachuca 1","Glass Marbles",547,2735.00
"Durango","Maven Toys Durango 1","Gamer Headphones",544,3264.00
"Puebla","Maven Toys Puebla 3","Glass Marbles",544,2720.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Dinosaur Figures",544,2176.00
"Cuernavaca","Maven Toys Cuernavaca 1","Mini Ping Pong Set",544,1632.00
"Toluca","Maven Toys Toluca 1","Etch A Sketch",542,5420.00
"Chetumal","Maven Toys Chetumal 1","Nerf Gun",542,2710.00
"Monterrey","Maven Toys Monterrey 2","Kids Makeup Kit",541,3246.00
"Morelia","Maven Toys Morelia 1","Hot Wheels 5-Pack",540,1080.00
"Santiago","Maven Toys Santiago 1","Dinosaur Figures",537,2148.00
"Hermosillo","Maven Toys Hermosillo 1","Magic Sand",536,1072.00
"Saltillo","Maven Toys Saltillo 1","Gamer Headphones",535,3210.00
"Mexicali","Maven Toys Mexicali 1","Dinosaur Figures",535,2140.00
"Saltillo","Maven Toys Saltillo 1","Hot Wheels 5-Pack",532,1064.00
"Guanajuato","Maven Toys Guanajuato 3","Hot Wheels 5-Pack",532,1064.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Mini Ping Pong Set",528,1584.00
"Zacatecas","Maven Toys Zacatecas 1","Nerf Gun",528,2640.00
"Monterrey","Maven Toys Monterrey 3","Dino Egg",526,526.00
"Chetumal","Maven Toys Chetumal 1","Glass Marbles",526,2630.00
"Guadalajara","Maven Toys Guadalajara 1","Nerf Gun",524,2620.00
"Guanajuato","Maven Toys Guanajuato 3","Dart Gun",524,2096.00
"Villahermosa","Maven Toys Villahermosa 1","Nerf Gun",522,2610.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Kids Makeup Kit",522,3132.00
"Monterrey","Maven Toys Monterrey 3","Dinosaur Figures",521,2084.00
"Saltillo","Maven Toys Saltillo 1","Dinosaur Figures",520,2080.00
"Campeche","Maven Toys Campeche 1","Glass Marbles",519,2595.00
"Durango","Maven Toys Durango 1","Nerf Gun",519,2595.00
"Chetumal","Maven Toys Chetumal 1","Dart Gun",518,2072.00
"Hermosillo","Maven Toys Hermosillo 1","Hot Wheels 5-Pack",518,1036.00
"Toluca","Maven Toys Toluca 2","Glass Marbles",518,2590.00
"Monterrey","Maven Toys Monterrey 3","Magic Sand",517,1034.00
"Puebla","Maven Toys Puebla 2","PlayDoh Toolkit",515,515.00
"Monterrey","Maven Toys Monterrey 1","Hot Wheels 5-Pack",515,1030.00
"Durango","Maven Toys Durango 1","Dart Gun",514,2056.00
"Saltillo","Maven Toys Saltillo 1","Animal Figures",514,1542.00
"Zacatecas","Maven Toys Zacatecas 1","Dino Egg",513,513.00
"Mexicali","Maven Toys Mexicali 2","Dart Gun",509,2036.00
"Chihuahua","Maven Toys Chihuahua 2","PlayDoh Toolkit",509,509.00
"Hermosillo","Maven Toys Hermosillo 1","PlayDoh Toolkit",503,503.00
"Guadalajara","Maven Toys Guadalajara 3","Gamer Headphones",502,3012.00
"Monterrey","Maven Toys Monterrey 2","Nerf Gun",502,2510.00
"Guadalajara","Maven Toys Guadalajara 2","Dinosaur Figures",502,2008.00
"Pachuca","Maven Toys Pachuca 1","Lego Bricks",502,2510.00
"Monterrey","Maven Toys Monterrey 4","Rubik's Cube",500,1000.00
"Puebla","Maven Toys Puebla 1","Gamer Headphones",499,2994.00
